Word	Activation	Evaluation	Imagery
sparks	5.828508	1.257212	1.100322
spatial	-0.014752	-0.000229	-1.340844
speak	3.997567	1.718208	-0.278153
speaker	4.310702	0.132305	1.861138
speakers	2.734141	1.026312	1.861138
speaking	5.232408	1.620145	-0.044999
speaks	1.959874	0.551470	-0.278153
special	0.148749	6.951213	-1.340844
specialist	0.148749	1.620145	-0.278153
specialists	1.514929	1.026312	-0.278153
specialization	1.959874	3.530636	-1.340844
specialized	1.514929	3.948896	-2.170380
species	0.148749	1.026312	-0.278153
specific	0.000544	2.250380	-2.170380
specifically	-0.014752	-0.000229	-2.170380
specificity	-0.211108	0.474057	-2.170380
specified	0.148749	0.132305	-2.170380
specify	0.000544	0.132305	-2.170380
specimen	-0.114763	0.006343	0.538300
specimens	-0.491564	-0.041802	0.538300
spectacle	0.148749	-0.155062	-0.044999
spectacular	5.828508	5.096954	-2.170380
spectators	1.232379	0.006343	2.820747
spectra	0.000544	0.006343	-0.278153
spectrum	0.148749	0.132305	0.010639
speech	1.514929	0.132305	-0.710102
speeches	2.168184	-0.238684	-0.710102
speed	8.534390	-0.000229	-0.278153
speeds	5.232408	1.620145	-0.710102
spell	-0.061624	0.132305	-2.170380
spelt	-0.778214	-0.008248	-1.340844
spend	1.959874	0.603619	-0.710102
spending	6.243345	0.474057	-0.044999
spent	0.559548	0.132305	-1.340844
sphere	0.000544	0.419690	0.538300
spiders	1.514929	-1.586861	2.820747
spinning	2.734141	0.001518	0.175072
spirit	0.493704	2.645480	-0.044999
spirits	1.514929	1.789844	-0.044999
spiritual	0.148749	2.983926	-2.170380
spit	2.168184	-1.797865	2.820747
spite	3.637002	-2.341412	-1.340844
spiteful	1.959874	-2.341412	-1.340844
splendid	4.310702	5.804426	-2.170380
splendour	0.559548	5.533872	-2.170380
split	1.232379	-0.238684	0.175072
spoiling	-0.114763	-0.238684	-0.278153
spoilsport	-0.211108	-0.596989	-1.340844
spoke	0.148749	0.868498	-0.710102
spoken	0.148749	0.132305	-2.170380
spokesman	0.797123	-0.002446	0.010639
spokesmen	0.148749	0.001518	0.010639
sponsor	0.148749	1.789844	0.010639
sponsored	1.232379	1.478728	-1.340844
sponsors	0.148749	3.530636	0.010639
spontaneous	8.534390	5.096954	-2.170380
spoonful	0.148749	0.132305	1.861138
sport	8.534390	4.760949	2.820747
sports	5.828508	3.530636	1.861138
spot	-0.061624	0.132305	2.820747
spots	-0.395133	-0.000229	2.820747
spotted	-0.061624	-0.008248	0.538300
sprang	2.734141	0.754725	0.010639
sprawled	0.408639	-0.214039	0.538300
spray	2.734141	-0.019958	1.861138
spread	0.148749	0.379756	0.175072
spreading	1.232379	0.132305	-0.044999
spreads	1.232379	0.006343	0.175072
spring	5.559872	4.760949	1.861138
springs	3.637002	1.257212	0.175072
springy	6.243345	1.026312	-0.278153
sprinkle	1.514929	0.474057	1.100322
sprites	0.148749	0.669604	-0.710102
spun	0.148749	-0.297432	-1.340844
spur	0.148749	-1.326004	-0.044999
squad	0.653476	0.001518	0.010639
square	-2.699025	-0.000229	2.820747
squarely	-1.130421	0.006343	-1.340844
squares	-2.699025	0.132305	2.820747
squashed	2.168184	-2.640437	-0.044999
squealing	4.310702	-0.596989	-0.278153
squeeze	5.828508	-0.155062	0.175072
squeezed	0.900809	0.349300	-0.044999
squirm	8.534390	-1.326004	0.175072
squirrel	0.148749	0.474057	2.820747
st	-1.289890	-0.000229	-1.340844
stability	-1.930160	3.276584	-0.710102
stable	-1.289890	3.530636	1.861138
stadium	-0.395133	0.551470	2.820747
staff	0.148749	0.379756	0.538300
stage	0.000544	0.868498	2.820747
staged	0.559548	-0.041802	-0.710102
stages	-0.001370	0.132305	1.100322
staggered	0.653476	-1.586861	0.010639
stained	0.797123	-2.341412	1.861138
stains	0.148749	-3.644431	1.100322
stairs	0.148749	-0.008248	2.820747
stake	0.000544	-0.041802	1.100322
stalk	-0.014752	-0.596989	1.100322
stall	-1.130421	-0.238684	1.100322
stampeding	1.959874	-1.326004	-0.044999
stand	0.148749	-0.000229	1.861138
standard	0.024083	-0.000229	-2.170380
standards	0.010809	0.132305	-2.170380
standing	-0.001370	0.001518	1.861138
standpoint	2.734141	-0.008248	-0.710102
stands	0.148749	-0.000229	0.175072
star	1.786400	5.683503	2.820747
stare	-0.061624	-0.999857	0.538300
stared	-2.699025	-2.341412	-0.278153
staring	0.797123	-2.341412	-0.044999
stars	1.514929	2.763584	2.820747
start	1.514929	1.026312	0.010639
started	3.365654	0.868498	-0.710102
starting	1.959874	0.132305	-0.278153
startled	4.310702	-2.509878	0.010639
startling	3.637002	-1.326004	-0.278153
starts	2.168184	0.132305	-0.710102
starves	1.232379	-3.644431	-1.340844
state	0.148749	0.006343	-0.278153
state's	0.148749	-0.000229	-1.340844
stated	0.148749	0.132305	-2.170380
statement	0.148749	0.006343	-1.340844
statements	0.000544	0.006343	-1.340844
states	-0.491564	0.006343	-0.710102
statesman	0.148749	0.132305	-0.278153
static	-0.114763	-0.041802	1.100322
stating	0.148749	-0.000229	-2.170380
station	-0.061624	-0.008248	1.100322
stations	-0.061624	-0.008248	1.100322
statistical	-0.061624	-0.008248	-1.340844
statistics	0.148749	0.024694	0.010639
statue	-0.211108	0.132305	2.820747
stature	-0.114763	0.006343	-0.710102
status	0.148749	0.132305	-0.710102
statute	-0.211108	-0.081564	-2.170380
statutory	-0.211108	0.001518	-2.170380
stay	-2.298518	0.379756	-2.170380
stayed	-0.001370	0.132305	-2.170380
staying	-0.778214	0.132305	-2.170380
steadily	-0.114763	0.868498	-1.340844
steady	-0.014752	1.257212	-0.710102
steak	0.148749	0.551470	2.820747
steals	3.882810	-3.644431	-0.044999
steam	0.148749	-0.238684	1.861138
steamy	4.826465	4.277952	0.538300
steel	-0.114763	-0.041802	1.100322
steely	-0.211108	-0.596989	-1.340844
steep	-0.211108	2.250380	0.538300
stem	-0.061624	-0.008248	2.820747
stems	0.017453	0.132305	0.538300
step	0.653476	0.001518	2.820747
stepdad	0.148749	-0.372557	0.538300
stepped	1.232379	0.006343	-0.278153
steps	1.959874	-0.596989	0.175072
stereo	0.797123	1.257212	2.820747
stereotype	1.039588	-2.744104	-0.710102
stern	-0.549348	-2.828322	-0.710102
stick	-0.014752	-0.000229	2.820747
stick's	0.493704	-0.155062	-0.044999
sticks	0.148749	-0.155062	2.820747
stiff	-0.778214	-0.999857	1.100322
still	-1.437902	0.132305	0.175072
stimulation	8.534390	4.067196	-0.710102
stimulus	5.232408	1.887217	-1.340844
stirred	3.882810	0.132305	0.175072
stirring	6.548573	0.132305	0.010639
stock	-0.114763	0.006343	0.010639
stockade	-0.031595	-0.101185	-2.170380
stockholders	-0.395133	0.551470	-1.340844
stocks	-0.395133	0.132305	-0.278153
stole	0.653476	-3.644431	-0.278153
stolen	0.148749	-3.644431	-0.710102
stomach	-0.061624	-0.297432	2.820747
stomp	3.882810	-1.326004	1.100322
stomping	6.243345	-1.586861	0.010639
stone	-1.289890	-0.000229	2.820747
stones	-2.032228	0.132305	2.820747
stoning	3.637002	-0.596989	-0.044999
stood	-1.130421	0.132305	0.010639
stop	-0.211108	-0.041802	1.100322
stopped	-0.014752	-0.155062	-0.278153
stopping	0.445416	-0.008248	-0.278153
storage	-1.289890	-0.000229	0.538300
store	-0.211108	0.006343	1.100322
stored	-2.699025	-0.874088	0.010639
stores	-0.395133	0.030421	1.100322
stories	-1.289890	0.474057	1.100322
storm	1.959874	-0.372557	1.861138
story	-0.061624	1.620145	1.861138
stove	-0.491564	0.012373	1.100322
stow	0.148749	-0.808232	-1.340844
stowing	0.148749	-0.874088	-2.170380
straight	-2.983598	0.132305	0.010639
straightened	-0.395133	-0.372557	-0.278153
strain	3.220259	-3.644431	-0.278153
strained	2.734141	-3.644431	-0.278153
strange	-0.114763	-2.744104	-0.278153
stranger	-1.289890	-2.509878	0.175072
strangle	6.782935	-2.115523	1.100322
strapless	-1.289890	0.132305	1.861138
strapped	-1.289890	-0.081564	0.175072
strategic	0.148749	1.532268	-0.044999
strategy	-0.061624	0.132305	-0.044999
straw	-0.778214	-0.596989	1.100322
stray	-0.061624	-3.644431	-0.710102
streak	0.797123	-1.586861	-0.044999
streaking	3.882810	-1.506035	0.175072
stream	-2.298518	0.551470	1.100322
streams	-2.699025	0.474057	1.100322
street	-2.699025	0.132305	1.100322
streetcar	-0.778214	0.006343	1.861138
streets	-0.211108	0.132305	1.861138
strength	3.365654	2.645480	0.175072
strengthen	3.637002	1.026312	-0.710102
strengthening	1.514929	1.478728	-1.340844
strenuous	1.959874	-0.874088	0.010639
stress	3.365654	-1.971295	0.010639
stressed	3.365654	-2.744104	0.010639
stresses	6.548573	-1.971295	-0.710102
stressor	0.148749	-1.586861	-0.044999
stretch	1.959874	0.001518	0.175072
stretched	0.559548	-0.417683	-0.278153
stretching	0.000544	-0.019958	0.538300
strict	-0.114763	-1.326004	-0.710102
strictly	-0.778214	-1.797865	-2.170380
stride	0.559548	0.379756	-0.710102
strike	1.959874	-0.372557	0.538300
strikes	1.039588	-0.155062	0.175072
striking	1.039588	-0.000229	-0.710102
string	-4.622537	-1.326004	0.538300
strings	-0.014752	-0.155062	0.538300
strip	0.148749	0.132305	1.100322
stripped	0.559548	-0.808232	0.538300
strips	0.559548	-0.155062	0.538300
strode	0.148749	0.006343	-2.170380
stroke	0.653476	-0.041802	-0.278153
strokes	1.786400	-0.008248	-0.044999
strong	0.653476	0.419690	0.010639
stronger	2.734141	0.132305	-0.710102
strongest	4.826465	1.887217	-0.710102
strongly	3.637002	0.132305	-2.170380
struck	0.797123	-1.586861	0.010639
structural	-0.319455	-0.297432	-2.170380
structure	-1.130421	-0.019958	-0.278153
structured	-1.130421	-0.155062	-2.170380
structures	-0.491564	-0.019958	-0.710102
struggle	0.148749	-0.999857	0.175072
struggling	0.148749	-0.999857	0.175072
stubborn	-0.061624	-0.596989	-0.278153
stuck	0.148749	-1.326004	0.010639
student	-0.211108	0.868498	1.100322
students	-0.395133	1.789844	0.538300
studied	0.000544	-0.019958	-0.278153
studies	-1.289890	-0.372557	-0.278153
studio	-1.289890	0.001518	0.538300
study	0.004722	0.349300	1.100322
studying	1.514929	0.024694	0.175072
stuff	-2.699025	-0.372557	-0.044999
stumble	2.734141	-2.115523	0.538300
stumbled	0.797123	-2.509878	0.010639
stupefied	-2.298518	-2.341412	-0.710102
stupid	-0.778214	-3.644431	-1.340844
sturdy	-0.140645	0.868498	-0.710102
style	-0.061624	2.250380	-0.278153
styles	-0.319455	2.250380	-0.710102
subdivision	-0.491564	-0.019958	0.010639
subject	-1.130421	-0.155062	-0.044999
subjected	0.148749	-0.447881	-2.170380
subjective	-0.395133	-0.372557	-2.170380
subjects	-1.289890	-0.081564	-0.278153
submarine	-0.211108	-0.596989	1.861138
submarines	-0.778214	-0.155062	1.861138
submit	-2.298518	-1.326004	0.010639
submitted	0.004722	-0.999857	-0.044999
subsequent	-0.001370	-0.596989	-2.170380
subsequently	-1.289890	-0.372557	-2.170380
subsistence	-2.032228	-0.808232	-0.278153
substance	-1.289890	-0.372557	-0.278153
substances	-0.114763	-0.019958	-0.278153
substantial	-1.702669	-0.999857	-2.170380
substantially	-0.395133	-0.372557	-2.170380
substitute	-1.046833	-0.214039	-0.278153
substituted	-1.289890	-2.509878	-1.340844
subtle	-2.983598	-1.116716	-1.340844
subtlety	-2.699025	-0.372557	-2.170380
suburb	-0.140645	0.030421	0.010639
suburban	-1.289890	-0.081564	-0.710102
suburbs	-1.289890	-0.372557	-0.044999
subways	0.493704	-0.297432	1.861138
succeed	0.148749	4.277952	-1.340844
succeeded	0.559548	4.543310	-0.710102
success	-0.014752	5.344121	-0.710102
successes	0.148749	6.951213	-0.710102
successful	0.797123	5.344121	0.175072
successfully	1.514929	4.943172	-0.710102
succession	-2.298518	1.257212	-2.170380
successive	-0.114763	0.132305	-2.170380
successor	-1.289890	1.789844	-2.170380
such	-0.778214	-0.297432	-2.170380
sucks	2.734141	-0.596989	0.538300
sudden	-0.395133	-0.874088	-1.340844
suddenly	0.379670	-0.112624	-0.710102
sue	0.493704	-0.999857	0.010639
suffer	-0.001370	-1.116716	0.010639
suffered	1.039588	-3.644431	-0.278153
suffering	0.148749	-1.586861	0.175072
sufficient	-2.298518	0.349300	-1.340844
sufficiently	-4.622537	-0.155062	-1.340844
suffocate	1.959874	-1.586861	1.861138
sugar	-0.395133	1.789844	1.861138
suggest	-0.211108	-0.041802	-1.340844
suggested	-0.001370	0.132305	-1.340844
suggesting	0.000544	0.754725	-0.710102
suggestions	-1.289890	-0.081564	-0.710102
suggests	-1.702669	-0.041802	-1.340844
suicidal	0.148749	-0.372557	1.100322
suicide	3.365654	-1.971295	0.175072
suit	-1.130421	-0.019958	1.861138
suitable	-2.032228	0.132305	-1.340844
suitcase	-2.298518	-0.155062	1.100322
suite	-4.622537	0.474057	0.175072
suited	-0.319455	-0.008248	-2.170380
suits	-1.130421	-0.155062	0.538300
sulk	-0.491564	-2.744104	1.100322
sum	-1.702669	-0.238684	-0.044999
summaries	-1.130421	-0.155062	-0.044999
summary	-2.699025	-0.372557	0.010639
summer	-0.395133	6.951213	0.010639
summers	-0.061624	6.951213	0.538300
summit	-2.699025	-0.372557	-2.170380
summoned	0.797123	-0.155062	-0.278153
summons	-0.001370	-0.596989	-0.278153
sums	-2.032228	-0.417683	-0.710102
sun	-0.114763	1.257212	1.100322
sunday	-1.702669	2.250380	0.175072
sung	0.148749	0.419690	-1.340844
sunglasses	-1.437902	1.620145	1.861138
sunlight	-1.702669	2.250380	1.100322
sunny	-0.061624	3.530636	1.100322
sunrise	0.148749	5.683503	1.100322
sunset	0.148749	3.948896	1.100322
superb	-2.699025	2.763584	-1.340844
superintendent	-0.061624	-0.008248	0.538300
superior	0.000544	0.132305	-0.044999
superiority	0.000544	-0.019958	-0.710102
supernatural	0.493704	1.093219	1.861138
supervision	-4.622537	-0.999857	-0.044999
supper	-4.622537	2.983926	1.100322
supplement	-4.622537	-0.155062	-0.710102
supplied	0.148749	0.551470	-0.278153
supplies	-0.778214	0.006343	-0.044999
supply	-2.699025	0.001518	-0.044999
supplying	0.000544	0.132305	-0.710102
support	-0.395133	2.763584	0.010639
supported	-0.395133	2.763584	-0.710102
supporting	1.786400	3.820782	-0.044999
supports	0.148749	2.571334	-1.340844
suppose	-1.289890	-0.874088	-2.170380
supposed	-0.061624	-0.596989	-2.170380
supposedly	-2.699025	-1.586861	-2.170380
supreme	0.148749	1.257212	0.010639
sure	-0.061624	0.349300	-1.340844
surely	-0.140645	1.257212	-2.170380
surer	-0.491564	0.012373	-2.170380
surface	-0.491564	-0.417683	-0.044999
surfaces	-1.130421	-0.155062	-0.278153
surgeon	-1.702669	0.006343	0.538300
surplus	-0.031595	1.416385	-0.710102
surprise	3.637002	5.344121	-0.044999
surprised	5.828508	5.344121	-0.710102
surprising	4.310702	4.277952	-0.710102
surprisingly	2.734141	1.257212	-1.340844
surrender	-0.778214	-1.326004	0.010639
surrounded	-0.319455	-0.999857	0.175072
surrounding	-0.778214	0.006343	-0.278153
survey	-0.395133	-1.586861	0.175072
surveys	-0.491564	-0.808232	0.175072
survival	-0.014752	3.948896	0.010639
survive	0.148749	3.530636	-0.278153
survived	-0.211108	1.620145	-0.710102
surviving	0.797123	3.948896	-1.340844
survivor	0.445416	1.950814	-0.044999
survivors	0.797123	1.789844	-0.278153
suspect	-0.001370	-2.640437	0.538300
suspected	-0.395133	-1.586861	-0.278153
suspended	0.148749	-2.957426	-0.710102
suspension	0.148749	-2.509878	-0.278153
suspicion	-0.395133	-2.509878	-0.278153
suspicious	0.559548	-1.971295	-0.044999
sustain	-0.395133	-0.081564	-2.170380
sustained	-1.130421	-0.019958	-0.710102
swallow	-0.014752	0.001518	0.175072
swallowed	-0.491564	-0.417683	0.175072
swear	3.637002	-0.372557	0.010639
sweat	1.514929	-0.214039	1.100322
sweep	-0.061624	-2.341412	1.100322
sweeping	0.559548	-0.019958	1.100322
sweet	-1.289890	3.948896	0.538300
swelling	1.786400	-0.999857	1.861138
swept	-0.211108	-0.238684	1.100322
swift	0.797123	-0.081564	-1.340844
swiftly	3.997567	1.130121	-1.340844
swim	1.039588	2.983926	1.100322
swimmer	0.148749	0.868498	1.861138
swimming	0.148749	1.257212	1.861138
swing	0.797123	1.026312	1.100322
swinging	3.882810	1.620145	1.100322
swishing	-0.061624	-1.326004	-1.340844
swiss	-1.289890	-0.372557	-1.340844
switch	-0.395133	-0.372557	-0.278153
switched	-0.211108	-0.238684	-0.710102
switches	0.148749	-0.041802	-1.340844
switzerland	0.000544	1.257212	0.175072
swollen	-0.395133	-2.509878	1.100322
swore	2.734141	-2.640437	-0.044999
swung	-0.014752	-0.372557	-2.170380
symbol	-3.195724	-0.019958	0.010639
symbolic	-2.032228	0.012373	-0.044999
symbolized	-0.114763	0.012373	-1.340844
symbols	-2.699025	-0.372557	0.175072
sympathetic	-1.289890	0.474057	-0.710102
sympathy	-0.778214	1.093219	-0.710102
symphony	0.000544	1.257212	-0.044999
symptoms	-0.114763	-1.971295	-0.278153
synthesis	0.148749	-0.041802	-2.170380
synthetic	-0.491564	-1.326004	-2.170380
system	-1.289890	-0.372557	-0.710102
systematic	-1.289890	-0.874088	-2.170380
systematically	-0.778214	-1.326004	-2.170380
systems	-0.001370	-1.797865	-0.710102
tab	-0.778214	-0.155062	0.010639
table	-1.702669	0.132305	1.100322
tables	-1.130421	-0.019958	1.100322
tackle	0.148749	-0.417683	0.538300
tacky	-0.211108	-2.640437	-0.278153
tactics	-0.001370	-0.041802	-1.340844
tactless	-0.778214	-2.115523	-1.340844
tail	-0.114763	-0.019958	1.100322
take	-1.702669	-0.297432	-0.044999
taken	0.000544	-0.417683	-0.044999
takes	-0.014752	-0.372557	-0.044999
taking	-0.395133	-0.081564	-0.044999
tale	0.148749	1.093219	0.175072
talent	-0.491564	3.530636	-0.044999
talents	0.148749	3.530636	-0.044999
tales	-0.319455	0.669604	-0.278153
talk	0.148749	1.620145	0.175072
talked	-1.702669	1.620145	0.010639
talking	-0.061624	2.250380	0.538300
talks	2.734141	2.250380	-0.044999
tall	-0.778214	1.478728	1.861138
tangible	-0.014752	-0.372557	-0.710102
tank	-1.130421	-1.326004	1.100322
tanks	-0.778214	-1.116716	1.100322
tantalizing	0.148749	0.132305	-2.170380
tap	-0.319455	-0.297432	0.175072
tape	-0.211108	0.024694	1.100322
tar	-1.289890	-0.372557	1.100322
target	0.445416	-0.214039	2.820747
targeted	0.653476	-0.041802	-0.044999
targets	0.148749	-0.372557	1.100322
tarried	0.010809	-0.447881	-2.170380
task	0.379670	0.508784	-0.044999
tasks	-0.061624	0.132305	-0.044999
taste	1.786400	0.349300	0.175072
tasted	1.786400	0.669604	0.175072
tastes	0.559548	0.754725	0.175072
tattoo	1.314201	-0.340272	2.820747
taught	0.148749	0.006343	-0.278153
tax	-0.001370	-2.640437	0.175072
taxation	0.148749	-3.644431	-0.710102
taxed	-0.014752	-3.644431	-0.044999
taxes	-0.395133	-3.644431	-0.044999
taxi	-0.031595	-0.214039	2.820747
taxpayer	-1.130421	-1.971295	0.175072
taxpayers	-0.778214	-2.640437	0.175072
tea	-0.319455	2.250380	2.820747
teach	2.734141	1.478728	-0.044999
teacher	2.734141	2.250380	2.820747
teachers	1.039588	0.132305	2.820747
teaches	2.734141	1.478728	-0.044999
teaching	3.637002	1.257212	0.175072
team	2.734141	6.951213	2.820747
teams	0.559548	0.379756	2.820747
tear	2.734141	-2.640437	1.861138
tears	2.080232	-2.431997	1.861138
technical	-0.211108	-1.797865	-1.340844
technicians	-0.211108	-1.116716	0.175072
technique	-0.061624	-0.596989	-0.278153
techniques	-0.001370	-0.596989	-0.278153
technological	-0.061624	-0.297432	-0.710102
technology	-0.211108	0.006343	0.175072
teen-agers	2.734141	1.093219	2.820747
teeth	0.148749	0.419690	2.820747
telegraph	0.017453	0.551470	0.010639
telephone	1.959874	0.474057	2.820747
telephoned	1.039588	0.132305	-0.044999
television	4.310702	1.478728	2.820747
tell	0.010809	0.132305	-0.710102
telling	1.232379	0.132305	-0.278153
tells	0.653476	0.132305	-0.710102
temper	2.734141	-2.022036	1.100322
temperature	-0.211108	-0.065561	0.175072
temperatures	0.559548	0.012373	0.010639
temple	-0.014752	0.001518	2.820747
temporarily	-1.702669	-0.041802	-1.340844
temporary	-0.549348	-0.065561	-1.340844
temptation	-0.778214	-0.155062	-0.710102
tempted	0.653476	-0.238684	-0.710102
ten	-0.211108	0.419690	1.100322
tend	-0.114763	-0.155062	-2.170380
tended	0.148749	0.012373	-2.170380
tendency	0.148749	0.669604	-2.170380
tender	-2.983598	0.419690	-0.044999
tends	-0.491564	-0.019958	-2.170380
tennis	2.734141	0.868498	2.820747
tense	0.148749	-1.506035	-0.044999
tensing	1.039588	-0.999857	-0.278153
tension	1.039588	-3.644431	-0.278153
tensions	-0.211108	-3.644431	-0.710102
tent	-1.702669	0.419690	2.820747
tentative	-2.517232	-0.065561	-2.170380
tents	-0.778214	0.132305	2.820747
tenure	-0.061624	-0.008248	-1.340844
term	-0.491564	-0.155062	-0.278153
termed	-0.061624	-0.101185	-1.340844
terminal	-0.001370	-0.238684	0.010639
terminate	2.734141	-2.640437	-0.044999
terms	-0.395133	-0.372557	-1.340844
terrible	0.653476	-3.644431	-0.278153
terribly	0.797123	-3.644431	-0.710102
territorial	-0.114763	-0.155062	0.010639
territory	-0.319455	-0.101185	0.175072
terror	1.786400	-0.999857	0.538300
test	0.559548	-0.808232	2.820747
testament	-0.114763	-0.417683	-0.044999
tested	3.220259	-0.447881	-0.044999
testified	2.734141	-1.506035	0.010639
testimony	1.039588	-1.326004	-0.044999
testing	1.786400	-0.596989	-0.044999
tests	0.148749	-1.116716	1.861138
text	-0.211108	-1.797865	1.100322
textbook	-0.319455	-0.101185	2.820747
textile	-0.319455	-0.101185	-2.170380
textiles	-0.778214	-0.101185	-2.170380
texture	-0.211108	0.024694	-0.044999
than	-4.622537	0.132305	-2.170380
thank	-0.061624	1.257212	-0.710102
thanks	0.148749	1.789844	-1.340844
that	-0.093515	0.000201	-2.170380
that's	-1.702669	-0.238684	-2.170380
the	-2.983598	-0.041802	-2.170380
theater	1.039588	1.620145	2.820747
theaters	0.148749	2.645480	1.861138
theatre	0.559548	2.645480	1.100322
theatrical	1.514929	2.571334	-0.044999
thee	-0.395133	0.030421	-2.170380
theft	1.514929	-2.640437	0.175072
their	-0.211108	-0.002446	-2.170380
theirs	-0.778214	-0.238684	-2.170380
them	-1.289890	-0.372557	-0.278153
theme	-0.549348	-0.002446	-1.340844
themselves	-0.140645	0.305876	-1.340844
then	-0.778214	-0.008248	-2.170380
theological	-2.298518	0.132305	-2.170380
theology	-0.778214	0.018621	-2.170380
theoretical	-1.702669	0.006343	-1.340844
theories	-0.014752	0.030421	-0.710102
theory	-0.211108	0.006343	-0.710102
therapeutic	0.148749	3.183455	-0.710102
therapist	0.148749	-0.019958	1.861138
therapy	-0.014752	0.474057	-0.044999
there	-1.289890	-0.081564	-2.170380
there's	-0.031595	-0.002446	-2.170380
thereafter	-0.114763	0.012373	-2.170380
thereby	-1.289890	-0.081564	-2.170380
therefore	-0.061624	-0.101185	-2.170380
thereof	-0.778214	-0.041802	-2.170380
thereto	-0.031595	-0.002446	-2.170380
thermal	-0.061624	-1.326004	-0.044999
thermals	-0.001370	-0.596989	-0.710102
thermometer	-0.211108	-0.214039	2.820747
these	-0.211108	-0.596989	-2.170380
thesis	0.148749	-0.019958	0.010639
they	-1.702669	-0.238684	-2.170380
they'd	-0.395133	-0.041802	-2.170380
they'll	-1.702669	-0.238684	-2.170380
they're	-1.702669	-0.238684	-2.170380
they've	-0.061624	-0.297432	-2.170380
thick	-0.778214	-0.041802	0.538300
thicket	-0.778214	-0.596989	-2.170380
thickets	-0.778214	-0.596989	-0.278153
thickness	-1.437902	-0.008248	0.175072
thin	0.148749	0.006343	1.861138
thing	-0.014752	-0.041802	-0.044999
thing's	-0.014752	-0.081564	-0.710102
things	0.000544	-0.019958	-0.044999
think	2.734141	0.419690	-0.710102
thinking	0.445416	0.024694	-0.710102
thinks	0.000544	0.132305	-0.710102
thinnest	-0.211108	0.132305	1.100322
third	-0.211108	0.001518	0.538300
thirteen	-0.319455	-0.101185	1.861138
thirty	-0.491564	0.379756	1.861138
thirty-five	-1.289890	-0.081564	1.861138
this	-1.702669	-0.041802	-2.170380
thorough	0.445416	0.024694	-2.170380
thoroughly	-0.778214	-0.155062	-2.170380
those	-0.778214	-0.041802	-2.170380
thou	-4.622537	0.006343	-2.170380
though	-2.032228	-0.155062	-2.170380
thought	-0.114763	0.132305	-1.340844
thoughtful	-0.061624	1.620145	-0.710102
thoughtfully	0.148749	0.868498	-1.340844
thoughts	-0.114763	0.379756	-0.710102
thousand	-0.211108	0.419690	1.861138
thousands	0.004722	1.093219	1.861138
thread	0.004722	0.018621	1.100322
threat	1.039588	-1.506035	-0.044999
threaten	1.514929	-1.797865	0.010639
threatened	0.653476	-1.797865	0.010639
threatening	3.220259	-1.172147	0.010639
threats	1.039588	-2.115523	0.010639
three	-0.319455	-0.008248	1.861138
three-dimensional	0.000544	0.379756	1.861138
threshold	-0.319455	-0.008248	-0.044999
threw	2.734141	0.132305	-0.278153
thrive	4.310702	0.419690	-1.340844
throat	-0.014752	-0.081564	1.861138
through	-0.778214	-0.041802	-1.340844
throughout	-0.395133	-0.000229	-0.710102
throw	4.826465	0.132305	1.861138
throwing	1.039588	-0.297432	1.861138
thrown	5.232408	-0.999857	0.175072
thru	-0.114763	-0.155062	-1.340844
thrust	2.168184	0.012373	-0.278153
thumb	-0.549348	-0.065561	2.820747
thunder	1.786400	0.132305	-0.044999
thunders	2.734141	-0.155062	-0.044999
thundery	0.493704	-0.297432	-0.710102
thursday	-0.778214	0.419690	-0.044999
thus	-0.778214	-0.041802	-2.170380
thy	-0.319455	-0.008248	-1.340844
thyroid	-0.031595	-0.101185	-1.340844
ticket	-0.061624	0.349300	1.100322
tickets	0.010809	0.132305	1.861138
ticking	3.637002	-0.372557	0.010639
tickling	2.734141	1.257212	0.175072
tickly	-0.395133	1.026312	-0.044999
tics	-0.001370	-0.372557	0.538300
tide	0.148749	0.868498	1.100322
tidy	-2.983598	0.419690	0.175072
tie	-0.778214	-0.101185	2.820747
tied	0.000544	-0.155062	0.175072
ties	-0.778214	-0.008248	0.538300
tiff	-0.211108	-1.172147	-0.278153
tight	-0.395133	-0.340272	0.175072
tightly	0.653476	-0.041802	0.010639
til	-0.211108	-0.447881	-2.170380
tile	-0.778214	-0.238684	1.100322
till	-1.289890	-0.372557	-2.170380
tilted	0.148749	-0.065561	0.175072
tim	-0.395133	-0.000229	-0.278153
timber	-0.778214	-0.297432	-0.044999
time	0.493704	0.018621	0.010639
times	0.004722	0.018621	-0.278153
timing	-0.001370	-0.041802	-0.278153
timorous	-0.031595	-0.065561	-2.170380
tin	-1.702669	-0.041802	1.100322
tingle	1.514929	0.868498	-0.278153
tinny	-1.130421	-0.417683	-0.278153
tiny	-2.699025	0.132305	1.861138
tip	-0.014752	0.474057	0.175072
tipping	0.900809	-0.065561	0.010639
tips	1.232379	0.379756	0.010639
tire	-0.014752	-0.874088	2.820747
tired	-4.622537	-2.828322	0.175072
tires	0.653476	-0.596989	2.820747
tissue	-0.549348	0.603619	1.861138
tissues	-0.778214	-0.000229	1.861138
title	-0.778214	-0.238684	0.538300
titled	-0.211108	-0.065561	-0.278153
titles	-0.778214	-0.238684	-0.278153
to	-0.491564	-0.019958	-1.340844
toady	-0.001370	-0.238684	-0.710102
toast	-0.395133	1.257212	2.820747
tobacco	0.148749	-2.640437	2.820747
today	-1.702669	-0.041802	0.010639
today's	-0.319455	0.132305	-0.278153
